"participant","trialNumber","cue","correct","correctAnswer","interlocutor","promptImage","promptName","targetImage","targetWord1","targetWord2","selection","partic.gender","phase","partic.age"
"s973",109,"social",TRUE,"tolwun","male","gate_large","tol","gate_dimin","toltas","tolwun","tolwun","Male","training",29
"s973",110,"social",TRUE,"tolwun","male_side","gate_large","tol","gate_dimin","toltas","tolwun","tolwun","Male","training",29
"s973",111,"social",FALSE,"falwun","male_side","fox_large_male","fal","fox_dimin","faltas","falwun","faltas","Male","training",29
"s973",112,"social",FALSE,"tolwun","male_side","gate_large","tol","gate_dimin","toltas","tolwun","toltas","Male","training",29
"s973",113,"social",TRUE,"tolwun","male","gate_large","tol","gate_dimin","toltas","tolwun","tolwun","Male","training",29
"s973",114,"social",TRUE,"tolwun","male_side","gate_large","tol","gate_dimin","toltas","tolwun","tolwun","Male","training",29
"s973",115,"social",FALSE,"falwun","male_side","fox_large_male","fal","fox_dimin","faltas","falwun","faltas","Male","training",29
"s973",116,"social",TRUE,"tolwun","male_side","gate_large","tol","gate_dimin","toltas","tolwun","tolwun","Male","training",29
"s973",117,"social",TRUE,"falwun","male_side","fox_large_male","fal","fox_dimin","faltas","falwun","falwun","Male","training",29
"s973",118,"social",FALSE,"tostas","female","bear_large_male","tos","bear_dimin","tostas","toswun","toswun","Male","training",29
"s973",119,"social",TRUE,"falwun","male_side","fox_large_male","fal","fox_dimin","faltas","falwun","falwun","Male","training",29
"s973",120,"social",TRUE,"tostas","female","bear_large_male","tos","bear_dimin","tostas","toswun","tostas","Male","training",29
"s973",121,"social",TRUE,"rilwun","male","pitcher_large","ril","pitcher_dimin","riltas","rilwun","rilwun","Male","training",29
"s973",122,"social",TRUE,"fenwun","male_side","bokchoy_large","fen","bokchoy_dimin","fentas","fenwun","fenwun","Male","training",29
"s974",1,"social",TRUE,"tolfek","male_side","mushroom_large","tol","mushroom_dimin","tolfal","tolfek","tolfek","Male","training",43
"s974",2,"social",FALSE,"tasfal","female","chair_large","tas","chair_dimin","tasfal","tasfek","tasfek","Male","training",43
"s974",3,"social",TRUE,"tolfek","male_side","mushroom_large","tol","mushroom_dimin","tolfal","tolfek","tolfek","Male","training",43
"s974",4,"social",TRUE,"tasfal","female","chair_large","tas","chair_dimin","tasfal","tasfek","tasfal","Male","training",43
"s974",5,"social",TRUE,"tasfal","female_side","chair_large","tas","chair_dimin","tasfal","tasfek","tasfal","Male","training",43
"s974",6,"social",FALSE,"tolfal","female_side","mushroom_large","tol","mushroom_dimin","tolfal","tolfek","tolfek","Male","training",43
"s974",7,"social",TRUE,"tasfal","female_side","chair_large","tas","chair_dimin","tasfal","tasfek","tasfal","Male","training",43
"s974",8,"social",TRUE,"tolfal","female_side","mushroom_large","tol","mushroom_dimin","tolfal","tolfek","tolfal","Male","training",43
"s974",9,"social",TRUE,"wukfek","male_side","pitcher_large","wuk","pitcher_dimin","wukfal","wukfek","wukfek","Male","training",43
"s974",10,"social",TRUE,"wukfek","male","pitcher_large","wuk","pitcher_dimin","wukfal","wukfek","wukfek","Male","training",43
"s974",11,"social",TRUE,"rilfal","female","bokchoy_large","ril","bokchoy_dimin","rilfal","rilfek","rilfal","Male","training",43
"s974",12,"social",FALSE,"rulfal","female","candleholder_large","rul","candleholder_dimin","rulfal","rulfek","rulfek","Male","training",43
"s974",13,"social",TRUE,"rilfal","female","bokchoy_large","ril","bokchoy_dimin","rilfal","rilfek","rilfal","Male","training",43
"s974",14,"social",TRUE,"rulfal","female","candleholder_large","rul","candleholder_dimin","rulfal","rulfek","rulfal","Male","training",43
"s974",15,"social",FALSE,"wukfal","female","pitcher_large","wuk","pitcher_dimin","wukfal","wukfek","wukfek","Male","training",43
"s974",16,"social",TRUE,"rulfal","female","candleholder_large","rul","candleholder_dimin","rulfal","rulfek","rulfal","Male","training",43
"s974",17,"social",TRUE,"wukfal","female","pitcher_large","wuk","pitcher_dimin","wukfal","wukfek","wukfal","Male","training",43
"s974",18,"social",TRUE,"wunfal","female","bear_large_male","wun","bear_dimin","wunfal","wunfek","wunfal","Male","training",43
"s974",19,"social",TRUE,"rulfek","male","candleholder_large","rul","candleholder_dimin","rulfal","rulfek","rulfek","Male","training",43
"s974",20,"social",TRUE,"rilfek","male_side","bokchoy_large","ril","bokchoy_dimin","rilfal","rilfek","rilfek","Male","training",43
"s974",21,"social",TRUE,"wunfal","female_side","bear_large_male","wun","bear_dimin","wunfal","wunfek","wunfal","Male","training",43
"s974",22,"social",TRUE,"tolfal","female","mushroom_large","tol","mushroom_dimin","tolfal","tolfek","tolfal","Male","training",43
"s974",23,"social",TRUE,"tolfek","male","mushroom_large","tol","mushroom_dimin","tolfal","tolfek","tolfek","Male","training",43
"s974",24,"social",TRUE,"wunfek","male","bear_large_male","wun","bear_dimin","wunfal","wunfek","wunfek","Male","training",43
"s974",25,"social",TRUE,"tasfek","male","chair_large","tas","chair_dimin","tasfal","tasfek","tasfek","Male","training",43
"s974",26,"social",TRUE,"wunfek","male_side","bear_large_male","wun","bear_dimin","wunfal","wunfek","wunfek","Male","training",43
"s974",27,"social",TRUE,"rilfal","female_side","bokchoy_large","ril","bokchoy_dimin","rilfal","rilfek","rilfal","Male","training",43
"s974",28,"social",TRUE,"tasfek","male_side","chair_large","tas","chair_dimin","tasfal","tasfek","tasfek","Male","training",43
"s974",29,"social",TRUE,"rulfek","male_side","candleholder_large","rul","candleholder_dimin","rulfal","rulfek","rulfek","Male","training",43
"s974",30,"social",TRUE,"wukfal","female_side","pitcher_large","wuk","pitcher_dimin","wukfal","wukfek","wukfal","Male","training",43
"s974",31,"social",TRUE,"rilfek","male","bokchoy_large","ril","bokchoy_dimin","rilfal","rilfek","rilfek","Male","training",43
"s974",32,"social",TRUE,"rulfal","female_side","candleholder_large","rul","candleholder_dimin","rulfal","rulfek","rulfal","Male","training",43
"s976",1,"social",TRUE,"tolfal","female_side","chair_large","tol","chair_dimin","tolfal","toltos","tolfal","Female","training",27
"s976",2,"social",TRUE,"wantos","male","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wantos","Female","training",27
"s976",3,"social",TRUE,"rikfal","female_side","pitcher_large","rik","pitcher_dimin","rikfal","riktos","rikfal","Female","training",27
"s976",4,"social",TRUE,"wuntos","male_side","gate_large","wun","gate_dimin","wunfal","wuntos","wuntos","Female","training",27
"s976",5,"social",TRUE,"fistos","male","fox_large_male","fis","fox_dimin","fisfal","fistos","fistos","Female","training",27
"s976",6,"social",TRUE,"wantos","male_side","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wantos","Female","training",27
"s976",7,"social",TRUE,"fistos","male_side","fox_large_male","fis","fox_dimin","fisfal","fistos","fistos","Female","training",27
"s976",8,"social",TRUE,"wanfal","female_side","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wanfal","Female","training",27
"s976",9,"social",FALSE,"toltos","male","chair_large","tol","chair_dimin","tolfal","toltos","tolfal","Female","training",27
"s976",10,"social",FALSE,"wanfal","female_side","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wantos","Female","training",27
"s976",11,"social",TRUE,"fistos","male_side","fox_large_male","fis","fox_dimin","fisfal","fistos","fistos","Female","training",27
"s976",12,"social",TRUE,"wanfal","female_side","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wanfal","Female","training",27
"s976",13,"social",TRUE,"toltos","male","chair_large","tol","chair_dimin","tolfal","toltos","toltos","Female","training",27
"s976",14,"social",TRUE,"wunfal","female","gate_large","wun","gate_dimin","wunfal","wuntos","wunfal","Female","training",27
"s976",15,"social",FALSE,"pelfal","female","fox_large_male","pel","fox_dimin","pelfal","peltos","peltos","Female","training",27
"s976",16,"social",TRUE,"wunfal","female","gate_large","wun","gate_dimin","wunfal","wuntos","wunfal","Female","training",27
"s976",17,"social",TRUE,"pelfal","female","fox_large_male","pel","fox_dimin","pelfal","peltos","pelfal","Female","training",27
"s976",18,"social",FALSE,"rikfal","female","pitcher_large","rik","pitcher_dimin","rikfal","riktos","riktos","Female","training",27
"s976",19,"social",FALSE,"pelfal","female","fox_large_male","pel","fox_dimin","pelfal","peltos","peltos","Female","training",27
"s976",20,"social",TRUE,"wunfal","female","gate_large","wun","gate_dimin","wunfal","wuntos","wunfal","Female","training",27
"s976",21,"social",TRUE,"pelfal","female","fox_large_male","pel","fox_dimin","pelfal","peltos","pelfal","Female","training",27
"s976",22,"social",FALSE,"rikfal","female","pitcher_large","rik","pitcher_dimin","rikfal","riktos","riktos","Female","training",27
"s976",23,"social",TRUE,"pelfal","female","fox_large_male","pel","fox_dimin","pelfal","peltos","pelfal","Female","training",27
"s976",24,"social",TRUE,"rikfal","female","pitcher_large","rik","pitcher_dimin","rikfal","riktos","rikfal","Female","training",27
"s976",25,"social",FALSE,"peltos","male_side","fox_large_male","pel","fox_dimin","pelfal","peltos","pelfal","Female","training",27
"s976",26,"social",TRUE,"rikfal","female","pitcher_large","rik","pitcher_dimin","rikfal","riktos","rikfal","Female","training",27
"s976",27,"social",TRUE,"peltos","male_side","fox_large_male","pel","fox_dimin","pelfal","peltos","peltos","Female","training",27
"s976",28,"social",FALSE,"tolfal","female","chair_large","tol","chair_dimin","tolfal","toltos","toltos","Female","training",27
"s976",29,"social",FALSE,"peltos","male_side","fox_large_male","pel","fox_dimin","pelfal","peltos","pelfal","Female","training",27
"s976",30,"social",FALSE,"rikfal","female","pitcher_large","rik","pitcher_dimin","rikfal","riktos","riktos","Female","training",27
"s976",31,"social",TRUE,"pelfal","female","fox_large_male","pel","fox_dimin","pelfal","peltos","pelfal","Female","training",27
"s976",32,"social",TRUE,"rikfal","female","pitcher_large","rik","pitcher_dimin","rikfal","riktos","rikfal","Female","training",27
"s976",33,"social",FALSE,"peltos","male_side","fox_large_male","pel","fox_dimin","pelfal","peltos","pelfal","Female","training",27
"s976",34,"social",TRUE,"rikfal","female","pitcher_large","rik","pitcher_dimin","rikfal","riktos","rikfal","Female","training",27
"s976",35,"social",TRUE,"peltos","male_side","fox_large_male","pel","fox_dimin","pelfal","peltos","peltos","Female","training",27
"s976",36,"social",FALSE,"tolfal","female","chair_large","tol","chair_dimin","tolfal","toltos","toltos","Female","training",27
"s976",37,"social",TRUE,"peltos","male_side","fox_large_male","pel","fox_dimin","pelfal","peltos","peltos","Female","training",27
"s976",38,"social",TRUE,"tolfal","female","chair_large","tol","chair_dimin","tolfal","toltos","tolfal","Female","training",27
"s976",39,"social",TRUE,"fisfal","female_side","fox_large_male","fis","fox_dimin","fisfal","fistos","fisfal","Female","training",27
"s976",40,"social",TRUE,"toltos","male_side","chair_large","tol","chair_dimin","tolfal","toltos","toltos","Female","training",27
"s976",41,"social",TRUE,"fisfal","female","fox_large_male","fis","fox_dimin","fisfal","fistos","fisfal","Female","training",27
"s976",42,"social",FALSE,"riktos","male","pitcher_large","rik","pitcher_dimin","rikfal","riktos","rikfal","Female","training",27
"s976",43,"social",TRUE,"fisfal","female","fox_large_male","fis","fox_dimin","fisfal","fistos","fisfal","Female","training",27
"s976",44,"social",TRUE,"riktos","male","pitcher_large","rik","pitcher_dimin","rikfal","riktos","riktos","Female","training",27
"s976",45,"social",TRUE,"peltos","male","fox_large_male","pel","fox_dimin","pelfal","peltos","peltos","Female","training",27
"s976",46,"social",TRUE,"wanfal","female","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wanfal","Female","training",27
"s976",47,"social",TRUE,"wunfal","female_side","gate_large","wun","gate_dimin","wunfal","wuntos","wunfal","Female","training",27
"s976",48,"social",FALSE,"riktos","male_side","pitcher_large","rik","pitcher_dimin","rikfal","riktos","rikfal","Female","training",27
"s976",49,"social",FALSE,"wunfal","female_side","gate_large","wun","gate_dimin","wunfal","wuntos","wuntos","Female","training",27
"s976",50,"social",FALSE,"wanfal","female","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wantos","Female","training",27
"s976",51,"social",TRUE,"peltos","male","fox_large_male","pel","fox_dimin","pelfal","peltos","peltos","Female","training",27
"s976",52,"social",FALSE,"wanfal","female","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wantos","Female","training",27
"s976",53,"social",FALSE,"peltos","male","fox_large_male","pel","fox_dimin","pelfal","peltos","pelfal","Female","training",27
"s976",54,"social",FALSE,"riktos","male","pitcher_large","rik","pitcher_dimin","rikfal","riktos","rikfal","Female","training",27
"s976",55,"social",FALSE,"fisfal","female","fox_large_male","fis","fox_dimin","fisfal","fistos","fistos","Female","training",27
"s976",56,"social",TRUE,"toltos","male_side","chair_large","tol","chair_dimin","tolfal","toltos","toltos","Female","training",27
"s976",57,"social",FALSE,"fisfal","female","fox_large_male","fis","fox_dimin","fisfal","fistos","fistos","Female","training",27
"s976",58,"social",TRUE,"toltos","male_side","chair_large","tol","chair_dimin","tolfal","toltos","toltos","Female","training",27
"s976",59,"social",FALSE,"fisfal","female","fox_large_male","fis","fox_dimin","fisfal","fistos","fistos","Female","training",27
"s976",60,"social",TRUE,"toltos","male_side","chair_large","tol","chair_dimin","tolfal","toltos","toltos","Female","training",27
"s976",61,"social",FALSE,"fisfal","female","fox_large_male","fis","fox_dimin","fisfal","fistos","fistos","Female","training",27
"s976",62,"social",TRUE,"toltos","male_side","chair_large","tol","chair_dimin","tolfal","toltos","toltos","Female","training",27
"s976",63,"social",TRUE,"fisfal","female","fox_large_male","fis","fox_dimin","fisfal","fistos","fisfal","Female","training",27
"s976",64,"social",FALSE,"riktos","male","pitcher_large","rik","pitcher_dimin","rikfal","riktos","rikfal","Female","training",27
"s976",65,"social",TRUE,"fisfal","female","fox_large_male","fis","fox_dimin","fisfal","fistos","fisfal","Female","training",27
"s976",66,"social",TRUE,"riktos","male","pitcher_large","rik","pitcher_dimin","rikfal","riktos","riktos","Female","training",27
"s976",67,"social",TRUE,"peltos","male","fox_large_male","pel","fox_dimin","pelfal","peltos","peltos","Female","training",27
"s976",68,"social",FALSE,"wanfal","female","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wantos","Female","training",27
"s976",69,"social",TRUE,"peltos","male","fox_large_male","pel","fox_dimin","pelfal","peltos","peltos","Female","training",27
"s976",70,"social",FALSE,"wanfal","female","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wantos","Female","training",27
"s976",71,"social",TRUE,"peltos","male","fox_large_male","pel","fox_dimin","pelfal","peltos","peltos","Female","training",27
"s976",72,"social",TRUE,"wanfal","female","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wanfal","Female","training",27
"s976",73,"social",FALSE,"wunfal","female_side","gate_large","wun","gate_dimin","wunfal","wuntos","wuntos","Female","training",27
"s976",74,"social",TRUE,"wanfal","female","candleholder_large","wan","candleholder_dimin","wanfal","wantos","wanfal","Female","training",27
"s976",75,"social",TRUE,"wunfal","female_side","gate_large","wun","gate_dimin","wunfal","wuntos","wunfal","Female","training",27
"s976",76,"social",TRUE,"riktos","male_side","pitcher_large","rik","pitcher_dimin","rikfal","riktos","riktos","Female","training",27
"s976",77,"social",TRUE,"wuntos","male","gate_large","wun","gate_dimin","wunfal","wuntos","wuntos","Female","training",27
"s976",78,"social",TRUE,"pelfal","female_side","fox_large_male","pel","fox_dimin","pelfal","peltos","pelfal","Female","training",27
"s977",1,"social",TRUE,"faltol","female_side","mushroom_large","fal","mushroom_dimin","faltol","falrik","faltol","Male","training",23
"s977",2,"social",TRUE,"peltol","female","chair_large","pel","chair_dimin","peltol","pelrik","peltol","Male","training",23
"s977",3,"social",TRUE,"tastol","female_side","chair_large","tas","chair_dimin","tastol","tasrik","tastol","Male","training",23
"s977",4,"social",FALSE,"tasrik","male_side","chair_large","tas","chair_dimin","tastol","tasrik","tastol","Male","training",23
"s977",5,"social",TRUE,"tastol","female_side","chair_large","tas","chair_dimin","tastol","tasrik","tastol","Male","training",23
"s977",6,"social",FALSE,"tasrik","male_side","chair_large","tas","chair_dimin","tastol","tasrik","tastol","Male","training",23
"s977",7,"social",TRUE,"tastol","female_side","chair_large","tas","chair_dimin","tastol","tasrik","tastol","Male","training",23
"s977",8,"social",TRUE,"tasrik","male_side","chair_large","tas","chair_dimin","tastol","tasrik","tasrik","Male","training",23
"s977",9,"social",FALSE,"fenrik","male_side","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fentol","Male","training",23
"s977",10,"social",TRUE,"tasrik","male_side","chair_large","tas","chair_dimin","tastol","tasrik","tasrik","Male","training",23
"s977",11,"social",TRUE,"fenrik","male_side","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fenrik","Male","training",23
"s977",12,"social",TRUE,"wukrik","male","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wukrik","Male","training",23
"s977",13,"social",FALSE,"wuntol","female_side","gate_large","wun","gate_dimin","wuntol","wunrik","wunrik","Male","training",23
"s977",14,"social",TRUE,"wukrik","male","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wukrik","Male","training",23
"s977",15,"social",TRUE,"wuntol","female_side","gate_large","wun","gate_dimin","wuntol","wunrik","wuntol","Male","training",23
"s977",16,"social",FALSE,"fenrik","male","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fentol","Male","training",23
"s977",17,"social",TRUE,"wuntol","female_side","gate_large","wun","gate_dimin","wuntol","wunrik","wuntol","Male","training",23
"s977",18,"social",TRUE,"fenrik","male","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fenrik","Male","training",23
"s977",19,"social",TRUE,"wunrik","male","gate_large","wun","gate_dimin","wuntol","wunrik","wunrik","Male","training",23
"s977",20,"social",FALSE,"pelrik","male_side","chair_large","pel","chair_dimin","peltol","pelrik","peltol","Male","training",23
"s977",21,"social",TRUE,"wunrik","male","gate_large","wun","gate_dimin","wuntol","wunrik","wunrik","Male","training",23
"s977",22,"social",FALSE,"pelrik","male_side","chair_large","pel","chair_dimin","peltol","pelrik","peltol","Male","training",23
"s977",23,"social",FALSE,"wunrik","male","gate_large","wun","gate_dimin","wuntol","wunrik","wuntol","Male","training",23
"s977",24,"social",FALSE,"fenrik","male","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fentol","Male","training",23
"s977",25,"social",FALSE,"wuntol","female_side","gate_large","wun","gate_dimin","wuntol","wunrik","wunrik","Male","training",23
"s977",26,"social",TRUE,"wukrik","male","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wukrik","Male","training",23
"s977",27,"social",FALSE,"wuntol","female_side","gate_large","wun","gate_dimin","wuntol","wunrik","wunrik","Male","training",23
"s977",28,"social",FALSE,"wukrik","male","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",29,"social",TRUE,"fenrik","male_side","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fenrik","Male","training",23
"s977",30,"social",FALSE,"wukrik","male","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",31,"social",TRUE,"fenrik","male_side","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fenrik","Male","training",23
"s977",32,"social",TRUE,"wukrik","male","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wukrik","Male","training",23
"s977",33,"social",TRUE,"wuntol","female_side","gate_large","wun","gate_dimin","wuntol","wunrik","wuntol","Male","training",23
"s977",34,"social",TRUE,"fenrik","male","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fenrik","Male","training",23
"s977",35,"social",FALSE,"wunrik","male","gate_large","wun","gate_dimin","wuntol","wunrik","wuntol","Male","training",23
"s977",36,"social",TRUE,"fenrik","male","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fenrik","Male","training",23
"s977",37,"social",TRUE,"wunrik","male","gate_large","wun","gate_dimin","wuntol","wunrik","wunrik","Male","training",23
"s977",38,"social",TRUE,"pelrik","male_side","chair_large","pel","chair_dimin","peltol","pelrik","pelrik","Male","training",23
"s977",39,"social",TRUE,"pelrik","male","chair_large","pel","chair_dimin","peltol","pelrik","pelrik","Male","training",23
"s977",40,"social",FALSE,"tastol","female","chair_large","tas","chair_dimin","tastol","tasrik","tasrik","Male","training",23
"s977",41,"social",FALSE,"pelrik","male","chair_large","pel","chair_dimin","peltol","pelrik","peltol","Male","training",23
"s977",42,"social",TRUE,"pelrik","male_side","chair_large","pel","chair_dimin","peltol","pelrik","pelrik","Male","training",23
"s977",43,"social",TRUE,"pelrik","male","chair_large","pel","chair_dimin","peltol","pelrik","pelrik","Male","training",23
"s977",44,"social",TRUE,"tastol","female","chair_large","tas","chair_dimin","tastol","tasrik","tastol","Male","training",23
"s977",45,"social",FALSE,"fentol","female","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fenrik","Male","training",23
"s977",46,"social",TRUE,"tastol","female","chair_large","tas","chair_dimin","tastol","tasrik","tastol","Male","training",23
"s977",47,"social",FALSE,"fentol","female","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fenrik","Male","training",23
"s977",48,"social",TRUE,"tastol","female","chair_large","tas","chair_dimin","tastol","tasrik","tastol","Male","training",23
"s977",49,"social",TRUE,"fentol","female","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fentol","Male","training",23
"s977",50,"social",TRUE,"wuntol","female","gate_large","wun","gate_dimin","wuntol","wunrik","wuntol","Male","training",23
"s977",51,"social",FALSE,"falrik","male","mushroom_large","fal","mushroom_dimin","faltol","falrik","faltol","Male","training",23
"s977",52,"social",TRUE,"wuntol","female","gate_large","wun","gate_dimin","wuntol","wunrik","wuntol","Male","training",23
"s977",53,"social",TRUE,"falrik","male","mushroom_large","fal","mushroom_dimin","faltol","falrik","falrik","Male","training",23
"s977",54,"social",TRUE,"falrik","male_side","mushroom_large","fal","mushroom_dimin","faltol","falrik","falrik","Male","training",23
"s977",55,"social",TRUE,"fentol","female_side","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fentol","Male","training",23
"s977",56,"social",FALSE,"tasrik","male","chair_large","tas","chair_dimin","tastol","tasrik","tastol","Male","training",23
"s977",57,"social",FALSE,"fentol","female_side","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fenrik","Male","training",23
"s977",58,"social",TRUE,"falrik","male_side","mushroom_large","fal","mushroom_dimin","faltol","falrik","falrik","Male","training",23
"s977",59,"social",TRUE,"fentol","female_side","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fentol","Male","training",23
"s977",60,"social",TRUE,"tasrik","male","chair_large","tas","chair_dimin","tastol","tasrik","tasrik","Male","training",23
"s977",61,"social",TRUE,"wuktol","female_side","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",62,"social",FALSE,"wukrik","male_side","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",63,"social",FALSE,"wuktol","female_side","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wukrik","Male","training",23
"s977",64,"social",FALSE,"tasrik","male","chair_large","tas","chair_dimin","tastol","tasrik","tastol","Male","training",23
"s977",65,"social",TRUE,"fentol","female_side","bokchoy_large","fen","bokchoy_dimin","fentol","fenrik","fentol","Male","training",23
"s977",66,"social",TRUE,"tasrik","male","chair_large","tas","chair_dimin","tastol","tasrik","tasrik","Male","training",23
"s977",67,"social",TRUE,"wuktol","female_side","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",68,"social",FALSE,"wukrik","male_side","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",69,"social",TRUE,"wuktol","female_side","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",70,"social",FALSE,"wukrik","male_side","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",71,"social",TRUE,"wuktol","female_side","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",72,"social",TRUE,"wukrik","male_side","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wukrik","Male","training",23
"s977",73,"social",TRUE,"wunrik","male_side","gate_large","wun","gate_dimin","wuntol","wunrik","wunrik","Male","training",23
"s977",74,"social",TRUE,"wuktol","female","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",75,"social",FALSE,"faltol","female","mushroom_large","fal","mushroom_dimin","faltol","falrik","falrik","Male","training",23
"s977",76,"social",TRUE,"wuktol","female","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",77,"social",FALSE,"faltol","female","mushroom_large","fal","mushroom_dimin","faltol","falrik","falrik","Male","training",23
"s977",78,"social",TRUE,"wuktol","female","fox_large_male","wuk","fox_dimin","wuktol","wukrik","wuktol","Male","training",23
"s977",79,"social",TRUE,"faltol","female","mushroom_large","fal","mushroom_dimin","faltol","falrik","faltol","Male","training",23
"s977",80,"social",TRUE,"peltol","female_side","chair_large","pel","chair_dimin","peltol","pelrik","peltol","Male","training",23
"s978",1,"social",TRUE,"rikfal","female","bear_large_male","rik","bear_dimin","rikfal","rikwan","rikfal","Female","training",33
"s978",2,"social",FALSE,"rilwan","male","pitcher_large","ril","pitcher_dimin","rilfal","rilwan","rilfal","Female","training",33
"s978",3,"social",TRUE,"rikfal","female","bear_large_male","rik","bear_dimin","rikfal","rikwan","rikfal","Female","training",33
"s978",4,"social",TRUE,"rilwan","male","pitcher_large","ril","pitcher_dimin","rilfal","rilwan","rilwan","Female","training",33
"s978",5,"social",FALSE,"rilfal","female","pitcher_large","ril","pitcher_dimin","rilfal","rilwan","rilwan","Female","training",33
"s978",6,"social",TRUE,"rilwan","male","pitcher_large","ril","pitcher_dimin","rilfal","rilwan","rilwan","Female","training",33
"s978",7,"social",TRUE,"rilfal","female","pitcher_large","ril","pitcher_dimin","rilfal","rilwan","rilfal","Female","training",33
"s978",8,"social",TRUE,"rikfal","female_side","bear_large_male","rik","bear_dimin","rikfal","rikwan","rikfal","Female","training",33
"s978",9,"social",TRUE,"wukfal","female_side","chair_large","wuk","chair_dimin","wukfal","wukwan","wukfal","Female","training",33
"s978",10,"social",TRUE,"fenfal","female","mushroom_large","fen","mushroom_dimin","fenfal","fenwan","fenfal","Female","training",33
"s978",11,"social",FALSE,"rikwan","male_side","bear_large_male","rik","bear_dimin","rikfal","rikwan","rikfal","Female","training",33
"s978",12,"social",TRUE,"fenfal","female","mushroom_large","fen","mushroom_dimin","fenfal","fenwan","fenfal","Female","training",33
"s978",13,"social",TRUE,"rikwan","male_side","bear_large_male","rik","bear_dimin","rikfal","rikwan","rikwan","Female","training",33
"s978",14,"social",TRUE,"fisfal","female_side","chair_large","fis","chair_dimin","fisfal","fiswan","fisfal","Female","training",33
"s978",15,"social",FALSE,"fiswan","male","chair_large","fis","chair_dimin","fisfal","fiswan","fisfal","Female","training",33
"s978",16,"social",FALSE,"fisfal","female_side","chair_large","fis","chair_dimin","fisfal","fiswan","fiswan","Female","training",33
"s978",17,"social",FALSE,"rikwan","male_side","bear_large_male","rik","bear_dimin","rikfal","rikwan","rikfal","Female","training",33
"s978",18,"social",TRUE,"fenfal","female","mushroom_large","fen","mushroom_dimin","fenfal","fenwan","fenfal","Female","training",33
"s978",19,"social",FALSE,"rikwan","male_side","bear_large_male","rik","bear_dimin","rikfal","rikwan","rikfal","Female","training",33
"s978",20,"social",FALSE,"fenfal","female","mushroom_large","fen","mushroom_dimin","fenfal","fenwan","fenwan","Female","training",33
"s978",21,"social",TRUE,"wukfal","female_side","chair_large","wuk","chair_dimin","wukfal","wukwan","wukfal","Female","training",33
"s978",22,"social",FALSE,"fenfal","female","mushroom_large","fen","mushroom_dimin","fenfal","fenwan","fenwan","Female","training",33
"s978",23,"social",FALSE,"wukfal","female_side","chair_large","wuk","chair_dimin","wukfal","wukwan","wukwan","Female","training",33
"s978",24,"social",FALSE,"rikfal","female_side","bear_large_male","rik","bear_dimin","rikfal","rikwan","rikwan","Female","training",33
