"Word","Valence","Arousal","Dominance","Word.Frequency","gender"
"dreadful",2.38,5.71,5.06,10,"male"
"dream",6.47,4.42,4.84,64,"male"
"dreary",3.24,3.05,3.81,6,"male"
"dress",5.87,4.67,4.6,67,"male"
"drown",1.96,6.68,2.76,3,"male"
"dummy",3,4.38,3.48,3,"male"
"dump",3.71,4.38,4.05,4,"male"
"dustpan",4.24,3.36,5.4,0,"male"
"earth",6.79,4.08,6.69,150,"male"
"easy",7.09,5.55,7.18,125,"male"
"easygoing",6.75,4,5.08,1,"male"
"eat",8,6.6,6,61,"male"
"ecstasy",8.14,7.82,7.1,6,"male"
"education",6.55,5.6,5.85,214,"male"
"egg",5.11,3.63,4.26,12,"male"
"elated",7.47,6.2,5.53,3,"male"
"elbow",4.9,3.7,4.8,10,"male"
"elegant",7.08,4.92,5.5,14,"male"
"elevator",5.1,3.57,4,12,"male"
"embarrassed",3.93,5.87,3.47,8,"male"
"embattled",5,5.9,5.1,1,"male"
"employment",5.73,5.33,4.6,47,"male"
"engaged",7.33,6.07,6.2,47,"male"
"engine",5.27,4.93,5.13,50,"male"
"enjoyment",7.7,5.7,6.35,21,"male"
"ennui",5.17,3.92,5,0,"male"
"enraged",2.3,7.9,7.7,1,"male"
"errand",4.36,4,5.62,7,"male"
"event",6.41,5.59,5.73,81,"male"
"evil",4.33,6.56,6.17,72,"male"
"excellence",8.3,4.7,7.4,15,"male"
"excitement",6.87,6.93,5.6,32,"male"
"excuse",3.82,4.88,3.71,27,"male"
"execution",3.27,5.53,4.27,15,"male"
"exercise",6.93,7.13,6.07,58,"male"
"fabric",5.21,3.95,4.79,15,"male"
"face",6.12,4.76,5.28,371,"male"
"failure",2.27,4,2.67,89,"male"
"fall",3.86,4.81,4.29,147,"male"
"FALSE",3.24,3.27,4.38,29,"male"
"fame",7.92,5.17,6.5,18,"male"
"family",7.5,5,6,331,"male"
"famous",7.39,6.11,6.61,89,"male"
"fantasy",7.39,6,6.72,14,"male"
"farm",5.4,3.6,5.68,125,"male"
"fascinate",7.13,6.07,5.67,3,"male"
"fat",2.94,2.82,5.56,60,"male"
"father",6.8,5.47,3.8,383,"male"
"fatigued",3.56,2.69,4.35,3,"male"
"fault",3.14,3.73,4.09,22,"male"
"favor",6.58,4.89,5.44,78,"male"
"fear",3.75,6.71,3.88,127,"male"
"fearful",2.1,5.5,3.5,13,"male"
"feeble",3.59,3.94,2.88,8,"male"
"festive",7.26,6.63,5.67,2,"male"
"fever",3.05,3.8,3.68,19,"male"
"field",6.08,4.04,5.68,274,"male"
"fight",4.81,6.9,5.71,98,"male"
"filth",3.12,3.94,4.5,2,"male"
"finger",5.29,4.05,5.24,40,"male"
"fire",4.2,6.5,5.2,187,"male"
"fireworks",7.8,6.56,5.56,5,"male"
"fish",6.2,3.84,6.48,35,"male"
"flabby",4.16,3.68,4.37,0,"male"
"flag",5.9,5.4,5.65,16,"male"
"flirt",7.48,6.9,6.45,1,"male"
"flood",3.75,5.9,3.9,19,"male"
"flower",6.06,4.6,4.73,23,"male"
"foam",5.45,4.25,5.1,37,"male"
"food",7.88,5.4,6.72,147,"male"
"foot",5.06,3.5,5.17,70,"male"
"fork",5.48,4.04,5.83,14,"male"
"foul",2.94,5.18,4.71,4,"male"
"fragrance",6.24,5.75,5.62,6,"male"
"fraud",2.7,5.3,4.7,8,"male"
"free",7.83,5.09,5.73,260,"male"
"freedom",7.53,6.25,6.38,128,"male"
"friend",7.18,6.38,6.25,133,"male"
"friendly",8.29,4.77,6.15,61,"male"
"frigid",3.44,4.61,4.44,5,"male"
"frustrated",2.7,5.55,3.7,10,"male"
"fun",8.21,7.11,6.79,44,"male"
"funeral",1.64,4,2.71,33,"male"
"fungus",3.83,4.18,4.36,2,"male"
"fur",5.5,3.55,4.82,13,"male"
"game",7.58,6.32,5.74,123,"male"
"gangrene",2.73,5.93,3.6,0,"male"
"garbage",3.45,4.3,4.75,7,"male"
"garden",6.43,4.76,6.19,60,"male"
"garment",5.47,3.95,4.84,6,"male"
"garter",6.92,6.08,6.04,2,"male"
"gender",5.6,4.35,5.58,2,"male"
"gentle",6.9,2.9,4.7,27,"male"
"germs",2.9,4.29,3.9,1,"male"
"gift",6.6,5.27,5.13,33,"male"
"girl",7.6,5.85,5.85,220,"male"
"glacier",5.67,4.53,4.8,1,"male"
"glamour",6.13,4.6,5.6,5,"male"
"glass",4.5,4.44,5.28,99,"male"
"gloom",2.08,4.17,4,14,"male"
"glory",7.4,6.13,7,21,"male"
"gold",7.92,6.45,5.73,52,"male"
"golfer",5.76,3.84,5.68,3,"male"
"good",7.33,5.05,5.78,807,"male"
"gossip",3.75,5.1,3.9,13,"male"
"graduate",8,7.56,6.69,30,"male"
"grass",5.85,4.85,5.55,53,"male"
"grateful",7.33,4.27,6.2,25,"male"
"greed",4.14,5.38,5.24,3,"male"
"green",5.3,4.8,4.2,116,"male"
"greet",6.95,5.29,6.24,7,"male"
"grenade",3.9,5.48,4.76,3,"male"
"grief",1.8,4.7,4.4,10,"male"
"grime",3.95,4.37,4.72,0,"male"
"grin",6.89,5.7,6.32,13,"male"
"gripe",3.25,4.95,4.25,0,"male"
"guillotine",4,6.25,5,0,"male"
"guilty",2.75,5.05,3.5,29,"male"
"gun",4.72,7.08,4.36,118,"male"
"gymnast",6.44,4.48,5.32,1,"male"
"habit",4.15,3.85,4.4,23,"male"
"hairdryer",4.88,3.8,5.24,0,"male"
"hairpin",5.4,3.5,5.11,1,"male"
"hamburger",6.95,4.95,5.58,6,"male"
"hammer",4.75,4.65,5.25,9,"male"
"hand",5.84,4.6,5.84,431,"male"
"handicap",3.62,3.68,4.14,6,"male"
"handsome",7.5,4.42,5.58,40,"male"
"haphazard",3.64,3.68,4.14,2,"male"
"happy",8.25,7,6.73,98,"male"
"hard",5.68,5.42,5.84,202,"male"
"hardship",3,4.7,5.15,9,"male"
"hat",5.58,4.53,5.47,56,"male"
"hate",2.92,7.33,5.42,42,"male"
"hatred",2.53,6.47,4.6,20,"male"
"hawk",6.33,4.08,5.71,14,"male"
"hay",5.19,4.81,5.81,19,"male"
"headache",2.24,5.18,4.24,5,"male"
"headlight",5.05,3.77,4.76,0,"male"
"heal",6.71,4.86,5.29,2,"male"
"health",6.93,5.33,5.87,105,"male"
"heart",6.9,6.14,5.48,173,"male"
"heaven",7.07,6.53,6.2,43,"male"
"helpless",2.2,4.87,2.53,21,"male"
"heroin",3.85,4.45,4.2,2,"male"
"hide",5.07,4.47,4.27,22,"male"
"highway",6.04,4.8,5.64,40,"male"
"hinder",3.86,4.09,4.18,0,"male"
"history",6,4.12,5.19,286,"male"
"hit",5.44,5.4,5.67,115,"male"
"holiday",7.3,7.1,6.9,17,"male"
"home",7.71,4.29,6.35,547,"male"
"honest",7.21,5.71,5.21,47,"male"
"honey",6.53,4.53,5.68,25,"male"
"honor",7.6,6.13,6.14,66,"male"
"hope",6.67,4.84,5.32,178,"male"
"hopeful",7.07,6.27,5.47,12,"male"
"horror",3.18,6.44,4.62,17,"male"
"horse",5.6,3.5,4.2,117,"male"
"hospital",5.05,5,4.8,110,"male"
"hostage",2.25,5.5,3.2,2,"male"
"hostile",3.33,6.8,5.73,19,"male"
"hotel",6.67,5.26,5.33,126,"male"
"house",7.29,4.04,6.38,591,"male"
"hug",7.67,5.55,5.27,3,"male"
"humane",6.17,4.83,5.67,5,"male"
"humble",6,3.53,5.06,18,"male"
"humiliate",2.2,6.35,2.9,0,"male"
"humor",8.2,4.3,5.2,47,"male"
"hungry",3.67,5.2,4.67,23,"male"
"hurricane",4.19,6.67,3.76,8,"male"
"hurt",2.55,6.27,3.82,37,"male"
"hydrant",5.08,3.64,5.52,0,"male"
"icebox",5,4.84,5,3,"male"
"idea",6.43,5.57,5.62,195,"male"
"identity",6.23,5.09,6.32,55,"male"
"idiot",3.4,4.8,4.4,2,"male"
"idol",5.71,4.76,5.52,7,"male"
"ignorance",2.9,3.85,4.45,16,"male"
"illness",2.7,4.6,3.7,20,"male"
"imagine",7.1,5.6,6.5,61,"male"
"immature",4.1,4.19,4.95,7,"male"
"immoral",3.75,4.75,4.65,5,"male"
"impair",3.42,3.47,4.21,4,"male"
"impotent",3.24,4.69,4.25,2,"male"
"impressed",6.77,5.77,5.93,30,"male"
"improve",7.35,5.56,5.94,39,"male"
"incentive",7.05,5.7,5.95,12,"male"
"indifferent",4.8,3.2,4.7,11,"male"
"industry",5.8,4.73,5.67,171,"male"
"infant",6.05,4.64,5.55,11,"male"
"infatuation",6.96,7.08,5.48,4,"male"
"infection",1.93,4.73,4,8,"male"
"inferior",3.09,3.27,3,7,"male"
"inhabitant",4.79,4.74,5.58,0,"male"
"injury",3.16,5.56,3.8,27,"male"
"ink",5,3.54,4.54,7,"male"
"innocent",6.25,4.65,5.16,37,"male"
"insane",3.58,5.68,4.95,13,"male"
"insect",4.5,4.15,4.9,14,"male"
"insecure",2.2,3.9,2.5,3,"male"
"insolent",4.71,5.69,4.88,2,"male"
"inspire",6.4,5.07,6.13,3,"male"
"inspired",6.6,6,6.45,25,"male"
"insult",3,5.37,4.44,7,"male"
"intellect",6.72,4.78,6.83,5,"male"
"interest",7,5.18,5.73,330,"male"
"intimate",7.74,7.05,6.05,21,"male"
"intruder",3.78,6.44,4.83,1,"male"
"invader",3.75,4.3,3.95,1,"male"
"invest",5.64,5.41,5.68,3,"male"
"iron",5.28,4,5.25,43,"male"
"irritate",2.87,5.13,5.2,0,"male"
"item",5.32,3.5,5.09,54,"male"
"jail",2,5.13,3.13,21,"male"
"jealousy",2.65,5.55,3.35,4,"male"
"jelly",5.75,4.08,5.08,3,"male"
"jewel",6.3,5.6,4.8,1,"male"
"joke",8.19,6.67,6.24,22,"male"
"jolly",7.38,5.68,6.33,4,"male"
"journal",4.95,4.45,4.85,42,"male"
"joy",8.57,8.14,5.93,40,"male"
"joyful",7.57,6.36,6.21,1,"male"
"jug",5.45,4.23,5.18,6,"male"
"justice",7.42,4.92,6.25,114,"male"
"kerchief",5.56,3.67,5.39,1,"male"
"kerosene",4.86,4.31,4.31,6,"male"
"ketchup",5.52,3.86,5.19,1,"male"
"kettle",5.19,3.57,4.95,3,"male"
"key",5.35,3.95,5.15,88,"male"
"kick",4.5,4.23,5.32,16,"male"
"kids",6.84,5.26,4.79,32,"male"
"killer",2.64,7.07,4.57,21,"male"
"kind",7.5,3.8,5.3,313,"male"
"kindness",7.05,5,5.11,5,"male"
"king",7,5.6,7.5,88,"male"
"kiss",8.29,6.87,6.57,17,"male"
"kitten",6.72,5,6.92,5,"male"
"knife",4.6,5.84,5.04,76,"male"
"knot",4.45,3.71,4.85,8,"male"
"knowledge",7.55,5.95,6.35,145,"male"
"lake",6,4.2,4.5,54,"male"
"lamb",5.45,3.3,4.95,7,"male"
"lamp",5.1,3.71,5,18,"male"
"lantern",5.5,4.3,5.3,13,"male"
"laughter",8.55,6.8,6.2,22,"male"
"lavish",5.68,4.91,5.5,3,"male"
"lawn",5.26,4.21,5.47,15,"male"
"lawsuit",3.2,4.33,4.05,1,"male"
"lazy",4.43,2.29,4.14,9,"male"
"leader",7.38,6.19,7.43,74,"male"
"learn",6.93,5.13,6,84,"male"
"legend",6.37,5.58,5.79,26,"male"
"leisurely",6.71,2.82,5,5,"male"
"leprosy",2.09,5.92,4,1,"male"
"letter",6.26,5.21,5.89,145,"male"
"liberty",7.67,5.92,6.17,46,"male"
"lice",2.69,5.14,4.62,2,"male"
"lie",3.87,5.33,4.33,59,"male"
"life",7,5.42,5.58,715,"male"
"lightbulb",5.44,3.8,5.38,0,"male"
"lighthouse",6.33,5.06,5.06,0,"male"
"lightning",5.16,6.52,3.72,14,"male"
"limber",5.45,4.85,4.8,2,"male"
"lion",5.6,5.84,4.64,17,"male"
"listless",4.41,4.94,4.94,1,"male"
"lively",6.89,5.47,6.11,26,"male"
"locker",4.95,3.41,5.05,9,"male"
"loneliness",1.67,4.67,2.75,9,"male"
"lonely",2.2,3.8,2.8,25,"male"
"loser",2.61,4.84,3.58,1,"male"
"lost",3.22,5.89,2.83,173,"male"
"lottery",6.72,5.11,5.22,1,"male"
"louse",3.88,4.47,4.19,3,"male"
"love",8.6,6.5,7.1,232,"male"
"loved",8.1,5.5,5.2,56,"male"
"loyal",6.8,5,6.47,18,"male"
"lucky",7.94,7,6.24,21,"male"
"lump",4.95,4.32,4.47,7,"male"
"luscious",7.55,6.08,5.09,2,"male"
"luxury",7.5,4.08,6.33,21,"male"
"machine",4.65,3.8,4.95,103,"male"
"mad",2.35,7.2,5.75,39,"male"
"madman",4.79,5.11,5.37,2,"male"
"maggot",2.4,4.6,4.6,2,"male"
"magical",7.05,6.05,5.58,12,"male"
"mail",6.5,5.74,5.61,47,"male"
"malaria",2.4,4.19,3.1,3,"male"
"malice",3.56,5.22,4.67,2,"male"
"man",6.24,3.68,6.28,1207,"male"
"mangle",4.16,5.79,5.37,0,"male"
"maniac",4.29,5.24,4.24,4,"male"
"manner",5.67,4.71,4.57,124,"male"
"mantel",4.9,3.75,5,3,"male"
"manure",2.95,4.05,4.85,6,"male"
"market",5.84,4.79,5.11,155,"male"
"massacre",2.24,5.48,4.14,1,"male"
"masterful",7.27,5.67,6.93,2,"male"
"material",5.27,4.5,5.18,174,"male"
"measles",3.33,4.4,4.73,2,"male"
"medicine",5.57,4.52,4.81,30,"male"
"meek",4.5,3.3,4.35,10,"male"
"melody",6.68,4.77,5.57,21,"male"
"memories",7.35,6.2,5.55,15,"male"
"memory",6.88,5.44,5.12,76,"male"
"menace",3.18,5.24,5.24,9,"male"
"merry",7.7,6.35,6.85,8,"male"
"messy",3.14,3.1,5.43,3,"male"
"metal",5.09,3.82,5.36,61,"male"
"method",5.9,4.43,6.3,142,"male"
"mighty",6.1,5.35,7,29,"male"
"mildew",3.36,4.07,4.64,1,"male"
"milk",6.43,4.52,6.14,49,"male"
"millionaire",8.3,5.6,6.4,2,"male"
"mind",6.52,5.24,6.33,325,"male"
"miracle",8.4,7.53,5.4,16,"male"
"mischief",5.4,5.75,5.55,5,"male"
"misery",2.3,4.95,2.95,15,"male"
"mistake",3.25,5.15,4.7,34,"male"
"mobility",6.7,5.45,6.45,8,"male"
"modest",5.68,4.42,5.11,29,"male"
"mold",3.9,4,4.52,45,"male"
"moment",5.53,4.56,4.94,246,"male"
"money",7.92,5,6.33,265,"male"
"month",5.4,4.1,4.8,130,"male"
"moody",3.5,4,4.55,5,"male"
"moral",5.95,4.57,5.81,142,"male"
"morbid",3.4,4.73,4.67,1,"male"
"morgue",2.27,4.2,4.47,1,"male"
"mosquito",3.29,4.71,4.71,1,"male"
"mother",7.87,5.2,4.53,216,"male"
"mountain",6.2,5.8,6.2,33,"male"
"movie",6.73,5.07,4.67,29,"male"
"mucus",3.86,3.43,5.19,2,"male"
"muddy",4.84,3.95,4.79,10,"male"
"muffin",6.35,4.55,5.55,0,"male"
"murderer",1.83,7.58,4.5,19,"male"
"muscular",6.08,5.92,6.92,16,"male"
"museum",5.45,4.4,5.4,32,"male"
"mushroom",6.08,4.96,5.88,2,"male"
"music",7.67,5.6,5.67,216,"male"
"mutation",4.37,4.84,4.37,0,"male"
"mutilate",1.4,7.5,4.6,3,"male"
"mystic",5.95,4.2,5.45,3,"male"
"naked",6.95,6.1,6.58,32,"male"
"name",5.95,4.75,5.35,294,"male"
"narcotic",4.5,4.75,4.7,2,"male"
"nasty",4.21,5.21,5.05,5,"male"
"natural",6.56,4.78,5.56,156,"male"
"nature",7.43,4.62,5,191,"male"
"nectar",6.79,3.54,4.85,3,"male"
"needle",4.11,5,4.11,15,"male"
"neglect",3.33,4.52,3.95,12,"male"
"nervous",3.74,5.53,4.16,24,"male"
"neurotic",4.95,4.74,4.42,10,"male"
"news",5.53,4.55,5.16,102,"male"
"nice",6.83,4.95,6.06,75,"male"
"nightmare",2.58,7.45,4.91,9,"male"
"noisy",5.1,6.15,4.95,6,"male"
"nonchalant",4.71,3.12,4.19,1,"male"
"nonsense",5.11,4.89,5.47,13,"male"
"noose",4.14,4.71,4,3,"male"
"nourish",6.24,4.43,5.67,0,"male"
"nuisance",3.84,4.58,4.63,5,"male"
"nun",4.5,3.11,4.94,2,"male"
"nurse",6.42,4.88,5.04,17,"male"
"nursery",4.95,3.47,4.79,13,"male"
"obesity",2.61,3.21,4.06,5,"male"
"obey",4.52,4.29,4.38,8,"male"
"obnoxious",4,4.7,5.6,5,"male"
"obscene",5.21,5.63,4.89,2,"male"
"obsession",5.72,6.72,5.56,5,"male"
"ocean",6.79,5.36,4.93,34,"male"
"odd",5.25,4.45,4.75,44,"male"
"offend",3.37,5.74,4.06,4,"male"
"office",5.28,4.08,5.28,255,"male"
"opinion",5.71,4.54,6.23,96,"male"
"optimism",6.14,4.81,6.38,15,"male"
"option",6.2,4.75,5.89,5,"male"
"orchestra",5.33,3,5.42,60,"male"
"outdoors",7.36,5.48,6.32,6,"male"
"outrage",3.68,6.55,4.77,4,"male"
"outstanding",7.47,6.32,6.42,37,"male"
"overcast",4,4.21,4.26,9,"male"
"overwhelmed",4.87,6.4,4.93,4,"male"
"owl",6.04,4,6,2,"male"
"pain",2.9,5.7,4.32,88,"male"
"paint",5.16,4.58,5.63,37,"male"
"palace",6.47,4.82,6,38,"male"
"pamphlet",4.85,3.6,4.65,3,"male"
"pancakes",6.56,3.92,6.2,0,"male"
"panic",3.52,6.52,3.56,22,"male"
"paper",5.33,2.45,4.45,157,"male"
"paradise",8.6,5.85,6.5,12,"male"
"paralysis",2.39,4.84,2.58,6,"male"
"part",5.11,4.67,4.56,500,"male"
"party",7.12,6.59,5.59,216,"male"
"passage",5.53,4.44,5.28,49,"male"
"passion",7.8,7.7,6.2,28,"male"
"pasta",6.68,4.88,5.68,0,"male"
"patent",5.75,3.08,5.42,35,"male"
"patient",4.71,4.19,4.29,86,"male"
"patriot",6.85,6.4,6.55,10,"male"
"peace",7.25,3.85,5.7,198,"male"
"penalty",3.09,4.68,4.23,14,"male"
"pencil",5.3,3,4.5,34,"male"
"penthouse",6.9,6.2,6.9,1,"male"
"people",6.88,5.12,6.08,847,"male"
"perfection",8,5,7.09,11,"male"
"perfume",6.21,5.21,6,10,"male"
"person",6.58,3.58,5.92,175,"male"
"pervert",4.15,6.21,5.46,1,"male"
"pest",3.79,5.31,4.85,4,"male"
"pet",5.86,5.05,5.62,8,"male"
"phase",5.19,3.57,4.76,72,"male"
"pie",6.45,4.7,5.25,14,"male"
"pig",5.1,4.71,6.1,8,"male"
"pillow",7.88,3.62,4.5,8,"male"
"pinch",4.38,4.81,5.19,6,"male"
"pistol",5.89,6.21,6.95,27,"male"
"pity",3.71,3.48,4.43,14,"male"
"pizza",6.8,5.08,5.32,3,"male"
"plain",4.8,3.35,4.7,48,"male"
"plane",6.32,6.08,4.8,114,"male"
"plant",6.12,3.31,4.44,125,"male"
"pleasure",8,6.2,5.8,62,"male"
"poetry",5.29,4.35,5.35,88,"male"
"poison",2.27,5.07,2.8,10,"male"
"politeness",6.8,3.73,5.13,5,"male"
"pollute",2,6.14,5.77,1,"male"
"poster",5.45,4.65,4.95,4,"male"
"poverty",2.08,4.92,3.93,20,"male"
"power",7.29,7.07,7.29,342,"male"
"powerful",6.88,5.88,7.29,63,"male"
"prairie",5.33,3.75,5.17,21,"male"
"present",6.55,5.6,5.5,377,"male"
"pressure",3.5,5.55,3.1,185,"male"
"prestige",7.45,6.15,7.05,29,"male"
"pretty",7.65,6.65,4.95,107,"male"
"pride",6.53,5.8,6.6,42,"male"
"priest",6.06,5.41,4.88,16,"male"
"prison",2.25,5.92,4.58,42,"male"
"privacy",5.73,3.93,4.87,12,"male"
"profit",7.8,7.4,6.2,28,"male"
"progress",7.45,6.05,6.3,120,"male"
"promotion",8,5.67,6.83,26,"male"
"protected",6.25,4.1,5.3,31,"male"
"proud",8.08,5.91,6.73,50,"male"
"pungent",4.38,4.19,5.1,4,"male"
"punishment",2.4,5.8,3.53,21,"male"
"puppy",7.3,6.1,4.8,2,"male"
"pus",2.84,4.92,4.4,0,"male"
"putrid",2.86,5.46,4.85,0,"male"
"python",5.39,5.56,6.33,14,"male"
"quality",6.39,4.5,6,114,"male"
"quarrel",3.5,6.1,4.05,20,"male"
"quart",5.45,4.1,5.55,3,"male"
"queen",5.81,4.73,4.67,41,"male"
"quick",6.7,6.65,6.65,68,"male"
"quiet",5.75,2.5,5.08,76,"male"
"rabbit",6.4,3.64,6.04,11,"male"
"rabies",1.58,6.08,4,1,"male"
"radiant",6.35,5.05,5.9,8,"male"
"radiator",4.5,4.45,4.75,4,"male"
"radio",6.67,5.36,5.5,120,"male"
"rage",2.55,8.33,7.18,16,"male"
"rain",5.36,3.68,5.2,70,"male"
"rainbow",8,4.88,4.88,4,"male"
"rancid",4.47,5.37,5.32,0,"male"
"rat",3.5,4.5,5.58,6,"male"
"rattle",5.5,4.4,3.8,5,"male"
"razor",5,6.22,5.28,15,"male"
"red",6.36,4.96,5.33,197,"male"
"refreshment",7.83,3.92,5,2,"male"
"regretful",2.33,5.73,3.93,1,"male"
"rejected",1.83,6.67,3.42,33,"male"
"relaxed",6.4,3.2,5.6,14,"male"
"repentant",5,4.14,5,1,"male"
"reptile",5.5,5.11,5.33,0,"male"
"rescue",7.9,7.1,6.7,15,"male"
"resent",3.9,4.24,3.8,8,"male"
"reserved",4.92,3,5.25,27,"male"
"respect",7.25,5.12,6.25,125,"male"
"respectful",6.92,3.67,5.17,4,"male"
"restaurant",6.62,6.14,6.29,41,"male"
"reunion",6.45,6.05,5.8,11,"male"
"reverent",5.5,4.2,4.84,3,"male"
"revolt",3.8,7,6.7,8,"male"
"revolver",5.65,5.25,5.75,14,"male"
"reward",7.13,4.53,5.8,15,"male"
"riches",7.47,6.5,6.5,2,"male"
"ridicule",3.8,4.9,4.05,5,"male"
"rifle",5.48,6.48,5.46,63,"male"
"rigid",4.15,4.75,4.85,24,"male"
"riot",3.55,6.15,3.95,7,"male"
"river",6.6,4,4.4,165,"male"
"roach",3.08,4.91,5.45,2,"male"
"robber",3.11,5.7,4.32,2,"male"
"rock",5.84,4.45,5.26,75,"male"
"rollercoaster",7.8,7.6,5.2,0,"male"
"romantic",8.13,7.93,6.13,32,"male"
"rotten",2.67,4.27,4.47,2,"male"
"rough",4.71,4.95,4.81,41,"male"
"rude",2.82,6.42,5.55,6,"male"
"runner",5.64,3.88,5.8,1,"male"
"rusty",3.92,4.25,4.92,8,"male"
"sad",1.87,4.2,4.13,35,"male"
"safe",6.3,4,5.79,58,"male"
"sailboat",6.52,4.76,5.8,1,"male"
"saint",5.84,5.05,5.11,16,"male"
"salad",5.4,3.73,5.67,9,"male"
"salute",5.56,5.12,5.59,3,"male"
"sapphire",6.6,5.13,5.47,0,"male"
"satisfied",7.44,4.44,5.11,36,"male"
"save",6.27,5.09,6.23,62,"male"
"savior",7.73,5.87,6.6,6,"male"
"scalding",3.17,6.89,3.72,1,"male"
"scandal",4.05,4.95,4.84,8,"male"
"scapegoat",3.81,4.57,3.57,1,"male"
"scar",3.6,4.65,4.25,10,"male"
"scared",3.52,6.84,3.48,21,"male"
"scholar",7.08,5,5.82,15,"male"
"scissors",5.14,4.14,4.95,1,"male"
"scorching",3.55,4.67,4.14,0,"male"
"scorn",3.07,5.53,4.4,4,"male"
"scornful",4,4.2,4.8,5,"male"
"scorpion",3.61,4.63,4.06,0,"male"
"scream",4.04,6.68,4.68,13,"male"
"scurvy",3.53,4.41,4.29,1,"male"
"seasick",2.2,5.2,3.47,0,"male"
"seat",4.6,2.6,4.6,54,"male"
"secure",6.94,3,5.65,30,"male"
"selfish",3.25,5.33,5.33,8,"male"
"sentiment",5.76,4.28,4.71,23,"male"
"serious",5.67,4,5.58,116,"male"
"severe",4.05,5.3,4.2,39,"male"
"shadow",4.5,3.58,4,36,"male"
"shamed",2.95,3.95,3.15,1,"male"
"shark",3.8,7.24,2.84,0,"male"
"sheltered",5.5,4.69,4.06,4,"male"
"ship",5.35,4,4.85,83,"male"
"shotgun",6.16,6.11,6.79,8,"male"
"shriek",4.15,4.9,4.5,5,"male"
"shy",4.59,3.88,3.12,13,"male"
"sick",2.12,4.44,3.17,51,"male"
"sickness",2.57,6.08,5.31,6,"male"
"silk",6.53,4,4.76,12,"male"
"silly",7.05,6.32,5.74,15,"male"
"sin",3.36,5.07,4.21,53,"male"
"sinful",3,6.33,4.13,3,"male"
"sissy",3.69,5.06,4.59,0,"male"
"skeptical",5,5.35,4.88,7,"male"
"skijump",7.04,6.75,5.38,0,"male"
"skull",4.6,5.4,4.96,3,"male"
"sky",7.28,4.36,5,58,"male"
"skyscraper",6.04,5.6,4.36,2,"male"
"slap",3.53,6.29,3.94,2,"male"
"slaughter",2.17,6.92,4.75,10,"male"
"slave",2.18,5.06,4.06,30,"male"
"sleep",7.53,2.33,4.67,65,"male"
"slime",3.6,5,4.2,1,"male"
"slow",3.95,4.16,4.5,60,"male"
"slum",2.2,4.2,3.9,8,"male"
"slush",4.65,3.5,4.85,0,"male"
"smallpox",2.5,5.85,4.77,2,"male"
"smooth",6.72,5,4.78,42,"male"
"snake",4.08,6.72,4.48,44,"male"
"snob",2.75,5.75,5.33,1,"male"
"snow",6.88,5.36,5.92,59,"male"
"snuggle",7.8,4.47,5.8,4,"male"
"social",6.42,5.26,5.16,380,"male"
"soft",6.84,5,6.16,61,"male"
"solemn",4.88,3.88,4.5,12,"male"
"song",6.38,5.38,5.67,70,"male"
"soothe",7.42,4.53,4.68,2,"male"
"sour",3.65,4.95,4.8,3,"male"
"space",6.8,5.08,5.24,184,"male"
"spanking",5,5.7,4.7,0,"male"
"sphere",5.45,4.1,5.05,22,"male"
"spider",3.64,5.48,4.96,2,"male"
"spirit",7,5.5,4.8,182,"male"
"spouse",7.57,6.38,5.85,3,"male"
"spray",5.45,4.45,5.14,16,"male"
"spring",7.5,6.95,6.35,127,"male"
"square",4.9,2.5,4.6,143,"male"
"stagnant",4.15,3.95,4.75,5,"male"
"star",7.33,6,5.07,25,"male"
"startled",4.41,6.53,5.24,21,"male"
"starving",2.8,6,3.64,6,"male"
"statue",5.11,3.89,5.53,17,"male"
"stench",2.6,4.35,4.55,1,"male"
"stiff",5.1,4.2,5,21,"male"
"stink",2.8,4.27,4.07,3,"male"
"stomach",4.95,4,4.7,37,"male"
"stool",4.1,3.67,5.29,8,"male"
"storm",5.3,6.35,4.85,26,"male"
"stove",5.47,4.26,5,15,"male"
"street",5.3,3.9,5.2,244,"male"
"stress",2.33,7.42,4.83,107,"male"
"strong",7.4,6.07,6.67,202,"male"
"stupid",2.91,4.08,4,24,"male"
"subdued",5,2.83,5,8,"male"
"success",8.2,6.2,6.2,93,"male"
"suffocate",1.64,5,4.36,1,"male"
"sugar",6.4,6.2,5.3,34,"male"
"suicide",1.56,5.18,4.12,17,"male"
"sun",6.96,4.8,5.54,112,"male"
"sunlight",7,5.6,5.4,17,"male"
"sunrise",7.75,5.09,5.36,10,"male"
"sunset",6.8,4.13,5.67,14,"male"
"surgery",3.12,5.68,2.92,6,"male"
"surprised",7.07,7.8,5.87,58,"male"
"suspicious",4,6,5.06,13,"male"
"swamp",5.36,5.27,5.82,5,"male"
"sweetheart",8.27,5.33,5.93,9,"male"
"swift",6.58,5.95,6.32,32,"male"
"swimmer",6.25,4.12,5.75,0,"male"
"syphilis",1.9,4.45,3.1,0,"male"
"table",5.3,3.1,3.9,198,"male"
"talent",7.4,6.6,6.33,40,"male"
"tamper",4.1,5.1,4.71,1,"male"
"tank",5.92,4.92,5.58,12,"male"
"taste",6.68,5.37,5.53,59,"male"
"taxi",5.45,3.8,4.25,16,"male"
"teacher",5.75,4.5,5.05,80,"male"
"tease",6.05,6.42,5.16,6,"male"
"tender",6.57,5.1,5.33,11,"male"
