"participant","pretest.reg","gender","phase","weak.past","strong.past","category","sensibility","partnerRegCondition","item.reg.mean","response","regular","age"
"s6525",0.557692307692308,"Female","posttest","pleeled","plelt","kept","silly","increase",0.574,"plelt",FALSE,33
"s6528",0.653846153846154,"Female","posttest","slined","slone","drove","sensible","increase",0.614,"slined",TRUE,38
"s6528",0.653846153846154,"Female","posttest","sneemed","snemt","kept","sensible","increase",0.713,"sneemed",TRUE,38
"s6528",0.653846153846154,"Female","posttest","squided","squode","drove","sensible","increase",0.406,"squided",TRUE,38
"s6528",0.653846153846154,"Female","posttest","pited","pote","drove","sensible","increase",0.629,"pited",TRUE,38
"s6528",0.653846153846154,"Female","posttest","klited","klote","drove","sensible","increase",0.554,"klited",TRUE,38
"s6528",0.653846153846154,"Female","posttest","ninked","nank","sang","sensible","increase",0.647,"ninked",TRUE,38
"s6528",0.653846153846154,"Female","posttest","glilled","glilt","burnt","sensible","increase",0.673,"glilled",TRUE,38
"s6528",0.653846153846154,"Female","posttest","strimmed","stram","sang","sensible","increase",0.619,"strimmed",TRUE,38
"s6528",0.653846153846154,"Female","posttest","pleeled","plelt","kept","sensible","increase",0.574,"pleeled",TRUE,38
"s6528",0.653846153846154,"Female","posttest","glinked","glank","sang","sensible","increase",0.609,"glinked",TRUE,38
"s6528",0.653846153846154,"Female","posttest","theeped","thept","kept","sensible","increase",0.416,"theeped",TRUE,38
"s6528",0.653846153846154,"Female","posttest","jeemed","jemt","kept","sensible","increase",0.723,"jeemed",TRUE,38
"s6528",0.653846153846154,"Female","posttest","pringed","prang","sang","sensible","increase",0.465,"prang",FALSE,38
"s6528",0.653846153846154,"Female","posttest","skrilled","skrilt","burnt","sensible","increase",0.733,"skrilled",TRUE,38
"s6528",0.653846153846154,"Female","posttest","neemed","nemt","kept","sensible","increase",0.658,"neemed",TRUE,38
"s6528",0.653846153846154,"Female","posttest","shreeped","shrept","kept","sensible","increase",0.46,"shreeped",TRUE,38
"s6528",0.653846153846154,"Female","posttest","strited","strote","drove","sensible","increase",0.426,"strited",TRUE,38
"s6528",0.653846153846154,"Female","posttest","breeped","brept","kept","sensible","increase",0.55,"breeped",TRUE,38
"s6528",0.653846153846154,"Female","posttest","swided","swode","drove","sensible","increase",0.356,"swode",FALSE,38
"s6528",0.653846153846154,"Female","posttest","zited","zote","drove","sensible","increase",0.54,"zote",FALSE,38
"s6528",0.653846153846154,"Female","posttest","squited","squote","drove","sensible","increase",0.505,"squited",TRUE,38
"s6528",0.653846153846154,"Female","posttest","squeeped","squept","kept","sensible","increase",0.52,"squeeped",TRUE,38
"s6528",0.653846153846154,"Female","posttest","squeened","squent","kept","sensible","increase",0.629,"squeened",TRUE,38
"s6528",0.653846153846154,"Female","posttest","spinged","spang","sang","sensible","increase",0.401,"spinged",TRUE,38
"s6528",0.653846153846154,"Female","posttest","schmined","schmone","drove","sensible","increase",0.703,"schmined",TRUE,38
"s6528",0.653846153846154,"Female","posttest","skeened","skent","kept","sensible","increase",0.688,"skeened",TRUE,38
"s6528",0.653846153846154,"Female","posttest","blurned","blurnt","burnt","sensible","increase",0.639,"blurnt",FALSE,38
"s6528",0.653846153846154,"Female","posttest","kreened","krent","kept","sensible","increase",0.683,"kreened",TRUE,38
"s6528",0.653846153846154,"Female","posttest","chited","chote","drove","sensible","increase",0.579,"chited",TRUE,38
"s6528",0.653846153846154,"Female","posttest","skinged","skang","sang","sensible","increase",0.52,"skinged",TRUE,38
"s6528",0.653846153846154,"Female","posttest","brurned","brurnt","burnt","sensible","increase",0.554,"brurned",TRUE,38
"s6528",0.653846153846154,"Female","posttest","gurned","gurnt","burnt","sensible","increase",0.708,"gurned",TRUE,38
"s6528",0.653846153846154,"Female","posttest","dwimmed","dwam","sang","sensible","increase",0.515,"dwimmed",TRUE,38
"s6528",0.653846153846154,"Female","posttest","splided","splode","drove","sensible","increase",0.475,"splided",TRUE,38
"s6528",0.653846153846154,"Female","posttest","kleemed","klemt","kept","sensible","increase",0.653,"klemt",FALSE,38
"s6528",0.653846153846154,"Female","posttest","theeled","thelt","kept","sensible","increase",0.495,"theeled",TRUE,38
"s6528",0.653846153846154,"Female","posttest","sninked","snank","sang","sensible","increase",0.421,"sninked",TRUE,38
"s6528",0.653846153846154,"Female","posttest","twited","twote","drove","sensible","increase",0.446,"twited",TRUE,38
"s6528",0.653846153846154,"Female","posttest","klilled","klilt","burnt","sensible","increase",0.693,"klilled",TRUE,38
"s6528",0.653846153846154,"Female","posttest","thrimmed","thram","sang","sensible","increase",0.683,"thrimmed",TRUE,38
"s6528",0.653846153846154,"Female","posttest","brived","brove","drove","sensible","increase",0.391,"brived",TRUE,38
"s6528",0.653846153846154,"Female","posttest","prurned","prurnt","burnt","sensible","increase",0.688,"prurned",TRUE,38
"s6528",0.653846153846154,"Female","posttest","jurned","jurnt","burnt","sensible","increase",0.718,"jurned",TRUE,38
"s6528",0.653846153846154,"Female","posttest","trinked","trank","sang","sensible","increase",0.49,"trinked",TRUE,38
"s6528",0.653846153846154,"Female","posttest","threlled","threlt","burnt","sensible","increase",0.653,"threlled",TRUE,38
"s6528",0.653846153846154,"Female","posttest","smimmed","smam","sang","sensible","increase",0.579,"smimmed",TRUE,38
"s6528",0.653846153846154,"Female","posttest","vurned","vurnt","burnt","sensible","increase",0.668,"vurned",TRUE,38
"s6528",0.653846153846154,"Female","posttest","shinged","shang","sang","sensible","increase",0.45,"shinged",TRUE,38
"s6528",0.653846153846154,"Female","posttest","chimmed","cham","sang","sensible","increase",0.743,"chimmed",TRUE,38
"s6528",0.653846153846154,"Female","posttest","slurned","slurnt","burnt","sensible","increase",0.698,"slurned",TRUE,38
"s6528",0.653846153846154,"Female","posttest","vrilled","vrilt","burnt","sensible","increase",0.772,"vrilled",TRUE,38
"s6528",0.653846153846154,"Female","posttest","swurned","swurnt","burnt","sensible","increase",0.723,"swurned",TRUE,38
"s6529",0.461538461538462,"Female","posttest","plined","plone","drove","sensible","increase",0.713,"plone",FALSE,30
"s6529",0.461538461538462,"Female","posttest","lelled","lelt","burnt","sensible","increase",0.668,"lelt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","zimmed","zam","sang","sensible","increase",0.733,"zam",FALSE,30
"s6529",0.461538461538462,"Female","posttest","sneened","snent","kept","sensible","increase",0.698,"snent",FALSE,30
"s6529",0.461538461538462,"Female","posttest","shringed","shrang","sang","sensible","increase",0.46,"shrang",FALSE,30
"s6529",0.461538461538462,"Female","posttest","yided","yode","drove","sensible","increase",0.401,"yode",FALSE,30
"s6529",0.461538461538462,"Female","posttest","hurned","hurnt","burnt","sensible","increase",0.713,"hurnt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","jinked","jank","sang","sensible","increase",0.614,"jank",FALSE,30
"s6529",0.461538461538462,"Female","posttest","trined","trone","drove","sensible","increase",0.614,"trone",FALSE,30
"s6529",0.461538461538462,"Female","posttest","slived","slove","drove","sensible","increase",0.49,"slove",FALSE,30
"s6529",0.461538461538462,"Female","posttest","blided","blode","drove","sensible","increase",0.515,"blode",FALSE,30
"s6529",0.461538461538462,"Female","posttest","splived","splove","drove","sensible","increase",0.421,"splove",FALSE,30
"s6529",0.461538461538462,"Female","posttest","greeled","grelt","kept","sensible","increase",0.562,"grelt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","gringed","grang","sang","sensible","increase",0.515,"grang",FALSE,30
"s6529",0.461538461538462,"Female","posttest","sneeped","snept","kept","sensible","increase",0.431,"snept",FALSE,30
"s6529",0.461538461538462,"Female","posttest","twelled","twelt","burnt","sensible","increase",0.559,"twelt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","twimmed","twam","sang","sensible","increase",0.54,"twam",FALSE,30
"s6529",0.461538461538462,"Female","posttest","jined","jone","drove","sensible","increase",0.658,"jone",FALSE,30
"s6529",0.461538461538462,"Female","posttest","streeled","strelt","kept","sensible","increase",0.51,"strelt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","minged","mang","sang","sensible","increase",0.639,"mang",FALSE,30
"s6529",0.461538461538462,"Female","posttest","smilled","smilt","burnt","sensible","increase",0.668,"smilt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","geeved","gove","drove","sensible","increase",0.599,"gove",FALSE,30
"s6529",0.461538461538462,"Female","posttest","yilled","yilt","burnt","sensible","increase",0.718,"yilt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","sprelled","sprelt","burnt","sensible","increase",0.629,"sprelt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","drurned","drurnt","burnt","sensible","increase",0.748,"drurnt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","geemed","gemt","kept","sensible","increase",0.693,"gemt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","trelled","trelt","burnt","sensible","increase",0.678,"trelt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","thringed","thrang","sang","sensible","increase",0.411,"thrang",FALSE,30
"s6529",0.461538461538462,"Female","posttest","sninged","snang","sang","sensible","increase",0.455,"snang",FALSE,30
"s6529",0.461538461538462,"Female","posttest","thrided","throde","drove","sensible","increase",0.376,"throde",FALSE,30
"s6529",0.461538461538462,"Female","posttest","thurned","thurnt","burnt","sensible","increase",0.693,"thurnt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","zeemed","zemt","kept","sensible","increase",0.663,"zemt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","glinged","glang","sang","sensible","increase",0.584,"glinged",TRUE,30
"s6529",0.461538461538462,"Female","posttest","stelled","stelt","burnt","sensible","increase",0.644,"stelt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","vrited","vrote","drove","sensible","increase",0.366,"vrote",FALSE,30
"s6529",0.461538461538462,"Female","posttest","cheeled","chelt","kept","sensible","increase",0.545,"chelt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","cheened","chent","kept","sensible","increase",0.743,"chent",FALSE,30
"s6529",0.461538461538462,"Female","posttest","quided","quode","drove","sensible","increase",0.47,"quode",FALSE,30
"s6529",0.461538461538462,"Female","posttest","strilled","strilt","burnt","sensible","increase",0.772,"strilt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","quinked","quank","sang","sensible","increase",0.569,"quank",FALSE,30
"s6529",0.461538461538462,"Female","posttest","rurned","rurnt","burnt","sensible","increase",0.731,"rurnt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","splinked","splank","sang","sensible","increase",0.49,"splank",FALSE,30
"s6529",0.461538461538462,"Female","posttest","splurned","splurnt","burnt","sensible","increase",0.703,"splurnt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","strined","strone","drove","sensible","increase",0.559,"strone",FALSE,30
"s6529",0.461538461538462,"Female","posttest","feemed","femt","kept","sensible","increase",0.673,"femt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","zeeped","zept","kept","sensible","increase",0.441,"zept",FALSE,30
"s6529",0.461538461538462,"Female","posttest","schmited","schmote","drove","sensible","increase",0.45,"schmote",FALSE,30
"s6529",0.461538461538462,"Female","posttest","dreened","drent","kept","sensible","increase",0.634,"drent",FALSE,30
"s6529",0.461538461538462,"Female","posttest","sweeled","swelt","kept","sensible","increase",0.475,"swelt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","schmeemed","schmemt","kept","sensible","increase",0.649,"schmemt",FALSE,30
"s6529",0.461538461538462,"Female","posttest","dwinked","dwank","sang","sensible","increase",0.431,"dwank",FALSE,30
"s6529",0.461538461538462,"Female","posttest","frimmed","fram","sang","sensible","increase",0.708,"fram",FALSE,30
"s6531",0.692307692307692,"Male","posttest","twinked","twank","sang","sensible","increase",0.594,"twank",FALSE,39
"s6531",0.692307692307692,"Male","posttest","zelled","zelt","burnt","sensible","increase",0.639,"zelt",FALSE,39
"s6531",0.692307692307692,"Male","posttest","dweeped","dwept","kept","sensible","increase",0.426,"dweeped",TRUE,39
"s6531",0.692307692307692,"Male","posttest","snited","snote","drove","sensible","increase",0.53,"snote",FALSE,39
"s6531",0.692307692307692,"Male","posttest","squined","squone","drove","sensible","increase",0.678,"squined",TRUE,39
"s6531",0.692307692307692,"Male","posttest","drelled","drelt","burnt","sensible","increase",0.653,"drelled",TRUE,39
"s6531",0.692307692307692,"Male","posttest","surned","surnt","burnt","sensible","increase",0.698,"surned",TRUE,39
"s6531",0.692307692307692,"Male","posttest","swited","swote","drove","sensible","increase",0.46,"swote",FALSE,39
"s6531",0.692307692307692,"Male","posttest","skrinked","skrank","sang","sensible","increase",0.45,"skrank",FALSE,39
"s6531",0.692307692307692,"Male","posttest","preemed","premt","kept","sensible","increase",0.678,"preemed",TRUE,39
"s6531",0.692307692307692,"Male","posttest","skelled","skelt","burnt","sensible","increase",0.584,"skelt",FALSE,39
"s6531",0.692307692307692,"Male","posttest","sprided","sprode","drove","sensible","increase",0.347,"sprode",FALSE,39
"s6531",0.692307692307692,"Male","posttest","thided","thode","drove","sensible","increase",0.436,"thode",FALSE,39
"s6531",0.692307692307692,"Male","posttest","prilled","prilt","burnt","sensible","increase",0.713,"prilled",TRUE,39
"s6531",0.692307692307692,"Male","posttest","dwided","dwode","drove","sensible","increase",0.416,"dwided",TRUE,39
"s6531",0.692307692307692,"Male","posttest","spreemed","spremt","kept","sensible","increase",0.639,"spreemed",TRUE,39
"s6531",0.692307692307692,"Male","posttest","splinged","splang","sang","sensible","increase",0.401,"splang",FALSE,39
"s6531",0.692307692307692,"Male","posttest","skeeped","skept","kept","sensible","increase",0.485,"skept",FALSE,39
"s6531",0.692307692307692,"Male","posttest","snurned","snurnt","burnt","sensible","increase",0.757,"snurned",TRUE,39
"s6531",0.692307692307692,"Male","posttest","slilled","slilt","burnt","sensible","increase",0.693,"slilled",TRUE,39
"s6531",0.692307692307692,"Male","posttest","skrurned","skrurnt","burnt","sensible","increase",0.668,"skrurned",TRUE,39
"s6531",0.692307692307692,"Male","posttest","vinked","vank","sang","sensible","increase",0.624,"vank",FALSE,39
"s6531",0.692307692307692,"Male","posttest","quinged","quang","sang","sensible","increase",0.53,"quang",FALSE,39
"s6531",0.692307692307692,"Male","posttest","fleeled","flelt","kept","sensible","increase",0.525,"fleeled",TRUE,39
"s6531",0.692307692307692,"Male","posttest","sleeled","slelt","kept","sensible","increase",0.55,"sleeled",TRUE,39
"s6531",0.692307692307692,"Male","posttest","cheemed","chemt","kept","sensible","increase",0.733,"cheemed",TRUE,39
"s6531",0.692307692307692,"Male","posttest","sminked","smank","sang","sensible","increase",0.579,"sminked",TRUE,39
