"participant","gender","yearOfBirth","age","phase","category","sensibility","partnerRegCondition","item.reg.mean","strong.past","weak.past","response","regular"
"s6032","Male",1992,23,"posttest","sang","sensible","increase",0.49,"splank","splinked","splank",FALSE
"s6032","Male",1992,23,"pretest","sang","sensible","increase",0.485,"dwang","dwinged","dwinged",TRUE
"s6032","Male",1992,23,"pretest","kept","sensible","increase",0.485,"skept","skeeped","skept",FALSE
"s6032","Male",1992,23,"posttest","kept","sensible","increase",0.693,"gemt","geemed","geemed",TRUE
"s6032","Male",1992,23,"pretest","burnt","sensible","increase",0.718,"trurnt","trurned","trurned",TRUE
"s6032","Male",1992,23,"posttest","burnt","sensible","increase",0.629,"sprelt","sprelled","sprelled",TRUE
"s6032","Male",1992,23,"pretest","drove","sensible","increase",0.416,"dwode","dwided","dwode",FALSE
"s6032","Male",1992,23,"pretest","burnt","sensible","increase",0.733,"skurnt","skurned","skurned",TRUE
"s6032","Male",1992,23,"posttest","kept","sensible","increase",0.634,"drent","dreened","dreened",TRUE
"s6032","Male",1992,23,"pretest","drove","sensible","increase",0.46,"swote","swited","swote",FALSE
"s6032","Male",1992,23,"pretest","drove","sensible","increase",0.644,"snone","snined","snined",TRUE
"s6032","Male",1992,23,"pretest","sang","sensible","increase",0.624,"vank","vinked","vank",FALSE
"s6032","Male",1992,23,"pretest","kept","sensible","increase",0.426,"dwept","dweeped","dwept",FALSE
"s6032","Male",1992,23,"pretest","drove","sensible","increase",0.53,"snote","snited","snited",TRUE
"s6032","Male",1992,23,"pretest","burnt","sensible","increase",0.653,"drelt","drelled","drelled",TRUE
"s6032","Male",1992,23,"posttest","sang","sensible","increase",0.455,"snang","sninged","sninged",TRUE
"s6032","Male",1992,23,"pretest","kept","sensible","increase",0.441,"drept","dreeped","drept",FALSE
"s6032","Male",1992,23,"pretest","sang","sensible","increase",0.772,"fam","fimmed","fimmed",TRUE
"s6032","Male",1992,23,"posttest","drove","sensible","increase",0.45,"schmote","schmited","schmited",TRUE
"s6032","Male",1992,23,"pretest","kept","sensible","increase",0.55,"slelt","sleeled","slelt",FALSE
"s6032","Male",1992,23,"posttest","burnt","sensible","increase",0.748,"drurnt","drurned","drurned",TRUE
"s6032","Male",1992,23,"pretest","drove","sensible","increase",0.495,"klode","klided","klode",FALSE
"s6032","Male",1992,23,"posttest","sang","sensible","increase",0.431,"dwank","dwinked","dwank",FALSE
"s6032","Male",1992,23,"posttest","drove","sensible","increase",0.421,"splove","splived","splived",TRUE
"s6032","Male",1992,23,"posttest","drove","sensible","increase",0.366,"vrote","vrited","vrote",FALSE
"s6032","Male",1992,23,"posttest","sang","sensible","increase",0.569,"quank","quinked","quank",FALSE
"s6032","Male",1992,23,"posttest","kept","sensible","increase",0.743,"chent","cheened","cheened",TRUE
"s6032","Male",1992,23,"posttest","burnt","sensible","increase",0.693,"thurnt","thurned","thurned",TRUE
"s6032","Male",1992,23,"posttest","kept","sensible","increase",0.673,"femt","feemed","feemed",TRUE
"s6032","Male",1992,23,"pretest","sang","sensible","increase",0.401,"splang","splinged","splang",FALSE
"s6032","Male",1992,23,"posttest","burnt","sensible","increase",0.703,"splurnt","splurned","splurned",TRUE
"s6032","Male",1992,23,"pretest","drove","sensible","increase",0.485,"fode","fided","fided",TRUE
"s6032","Male",1992,23,"pretest","sang","sensible","increase",0.47,"grank","grinked","grank",FALSE
"s6032","Male",1992,23,"posttest","burnt","sensible","increase",0.644,"stelt","stelled","stelled",TRUE
"s6032","Male",1992,23,"pretest","drove","sensible","increase",0.376,"shrode","shrided","shrode",FALSE
"s6032","Male",1992,23,"posttest","sang","sensible","increase",0.54,"twam","twimmed","twimmed",TRUE
"s6032","Male",1992,23,"pretest","burnt","sensible","increase",0.713,"prilt","prilled","prilled",TRUE
"s6032","Male",1992,23,"posttest","kept","sensible","increase",0.475,"swelt","sweeled","sweeled",TRUE
"s6032","Male",1992,23,"pretest","burnt","sensible","increase",0.673,"dwilt","dwilled","dwilt",FALSE
"s6032","Male",1992,23,"posttest","burnt","sensible","increase",0.718,"yilt","yilled","yilled",TRUE
"s6032","Male",1992,23,"posttest","drove","sensible","increase",0.614,"trone","trined","trone",FALSE
"s6032","Male",1992,23,"posttest","drove","sensible","increase",0.376,"throde","thrided","throde",FALSE
"s6032","Male",1992,23,"posttest","burnt","sensible","increase",0.668,"smilt","smilled","smilled",TRUE
"s6032","Male",1992,23,"pretest","drove","sensible","increase",0.347,"sprode","sprided","sprode",FALSE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.658,"jone","jined","jined",TRUE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.455,"snang","sninged","snang",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.668,"lelt","lelled","lelled",TRUE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.698,"snent","sneened","snent",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.475,"swelt","sweeled","swelt",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.431,"dwank","dwinked","dwank",FALSE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.421,"splove","splived","splove",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.693,"gemt","geemed","geemed",TRUE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.629,"sprelt","sprelled","sprelt",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.678,"premt","preemed","premt",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.708,"fram","frimmed","fram",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.731,"rurnt","rurned","rurnt",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.718,"yilt","yilled","yilled",TRUE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.644,"snone","snined","snone",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.733,"zam","zimmed","zam",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.584,"glang","glinged","glang",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.713,"prilt","prilled","prilt",FALSE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.47,"quode","quided","quode",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.562,"grelt","greeled","grelt",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.431,"snept","sneeped","snept",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.436,"thode","thided","thode",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.54,"twam","twimmed","twimmed",TRUE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.559,"strone","strined","strone",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.545,"chelt","cheeled","chelt",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.743,"chent","cheened","cheened",TRUE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.366,"vrote","vrited","vrote",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.639,"mang","minged","mang",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.693,"thurnt","thurned","thurnt",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.663,"nent","neened","nent",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.649,"schmemt","schmeemed","schmeemed",TRUE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.49,"slove","slived","slove",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.485,"skept","skeeped","skept",FALSE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.401,"yode","yided","yode",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.614,"jank","jinked","jank",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.347,"sprode","sprided","sprode",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.559,"twelt","twelled","twelt",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.485,"fode","fided","fode",FALSE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.45,"schmote","schmited","schmote",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.733,"chemt","cheemed","chemt",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.46,"shrang","shringed","shrang",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.53,"snote","snited","snote",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.411,"thrang","thringed","thrang",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.416,"dwode","dwided","dwode",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.678,"trelt","trelled","trelt",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.416,"strank","strinked","strank",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.703,"splurnt","splurned","splurned",TRUE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.653,"drelt","drelled","drelt",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.569,"quank","quinked","quank",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.634,"drent","dreened","drent",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.525,"flelt","fleeled","flelt",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.772,"fam","fimmed","fimmed",TRUE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.594,"twank","twinked","twank",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.51,"strelt","streeled","strelt",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.53,"quang","quinged","quang",FALSE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.515,"blode","blided","blode",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.718,"trurnt","trurned","trurnt",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.693,"shrent","shreened","shrent",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.515,"grang","gringed","grang",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.668,"smilt","smilled","smilled",TRUE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.55,"slelt","sleeled","slelt",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.629,"gremt","greemed","gremt",FALSE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.599,"gove","geeved","gove",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.634,"schmam","schmimmed","schmam",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.47,"grank","grinked","grank",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.624,"vank","vinked","vank",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.673,"dwilt","dwilled","dwilt",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.401,"splang","splinged","splang",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.723,"murnt","murned","murnt",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.757,"snurnt","snurned","snurnt",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.639,"zelt","zelled","zelled",TRUE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.713,"plone","plined","plined",TRUE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.772,"strilt","strilled","strilt",FALSE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.376,"throde","thrided","throde",FALSE
"s6036","Male",1993,22,"pretest","drove","sensible","decrease",0.614,"trone","trined","trone",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.673,"femt","feemed","femt",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.713,"hurnt","hurned","hurnt",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.678,"squone","squined","squone",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.663,"zemt","zeemed","zemt",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.668,"skrurnt","skrurned","skrurnt",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.644,"stelt","stelled","stelt",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.579,"smank","sminked","smank",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.574,"bove","beeved","bove",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.46,"swote","swited","swote",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.718,"strent","streened","strent",FALSE
"s6036","Male",1993,22,"pretest","kept","sensible","decrease",0.441,"zept","zeeped","zept",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.698,"surnt","surned","surnt",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.426,"dwept","dweeped","dwept",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.376,"shrode","shrided","shrode",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.688,"sprurnt","sprurned","sprurnt",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.45,"skrank","skrinked","skrank",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.733,"skurnt","skurned","skurnt",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.495,"klode","klided","klode",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.619,"glone","glined","glone",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.728,"gam","gimmed","gimmed",TRUE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.515,"vrank","vrinked","vrank",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.554,"klelt","kleeled","klelt",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.693,"slilt","slilled","slilt",FALSE
"s6036","Male",1993,22,"pretest","sang","sensible","decrease",0.49,"splank","splinked","splank",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.639,"spremt","spreemed","spremt",FALSE
"s6036","Male",1993,22,"posttest","drove","sensible","decrease",0.599,"skrone","skrined","skrone",FALSE
"s6036","Male",1993,22,"posttest","burnt","sensible","decrease",0.584,"skelt","skelled","skelt",FALSE
"s6036","Male",1993,22,"pretest","burnt","sensible","decrease",0.748,"drurnt","drurned","drurnt",FALSE
"s6036","Male",1993,22,"posttest","sang","sensible","decrease",0.485,"dwang","dwinged","dwang",FALSE
"s6036","Male",1993,22,"posttest","kept","sensible","decrease",0.441,"drept","dreeped","drept",FALSE
"s6037","Female",1993,22,"pretest","kept","sensible","decrease",0.545,"chelt","cheeled","chelt",FALSE
"s6037","Female",1993,22,"pretest","sang","sensible","decrease",0.708,"fram","frimmed","frimmed",TRUE
"s6037","Female",1993,22,"pretest","kept","sensible","decrease",0.51,"strelt","streeled","strelt",FALSE
"s6037","Female",1993,22,"pretest","sang","sensible","decrease",0.515,"grang","gringed","grang",FALSE
"s6037","Female",1993,22,"pretest","burnt","sensible","decrease",0.748,"drurnt","drurned","drurnt",FALSE
"s6037","Female",1993,22,"pretest","kept","sensible","decrease",0.673,"femt","feemed","feemed",TRUE
"s6037","Female",1993,22,"pretest","burnt","sensible","decrease",0.668,"lelt","lelled","lelt",FALSE
"s6037","Female",1993,22,"pretest","sang","sensible","decrease",0.639,"mang","minged","mang",FALSE
"s6037","Female",1993,22,"pretest","drove","sensible","decrease",0.599,"gove","geeved","gove",FALSE
"s6037","Female",1993,22,"pretest","burnt","sensible","decrease",0.629,"sprelt","sprelled","sprelled",TRUE
"s6037","Female",1993,22,"pretest","drove","sensible","decrease",0.47,"quode","quided","quided",TRUE
"s6037","Female",1993,22,"pretest","sang","sensible","decrease",0.614,"jank","jinked","jinked",TRUE
"s6037","Female",1993,22,"pretest","drove","sensible","decrease",0.376,"throde","thrided","throde",FALSE
"s6037","Female",1993,22,"pretest","burnt","sensible","decrease",0.678,"trelt","trelled","trelt",FALSE
"s6037","Female",1993,22,"posttest","burnt","sensible","decrease",0.668,"vurnt","vurned","vurnt",FALSE
"s6037","Female",1993,22,"pretest","sang","sensible","decrease",0.411,"thrang","thringed","thringed",TRUE
"s6037","Female",1993,22,"pretest","kept","sensible","decrease",0.562,"grelt","greeled","grelt",FALSE
"s6037","Female",1993,22,"posttest","kept","sensible","decrease",0.688,"skent","skeened","skent",FALSE
"s6037","Female",1993,22,"posttest","drove","sensible","decrease",0.554,"klote","klited","klote",FALSE
"s6037","Female",1993,22,"posttest","sang","sensible","decrease",0.579,"smam","smimmed","smimmed",TRUE
"s6037","Female",1993,22,"pretest","burnt","sensible","decrease",0.703,"splurnt","splurned","splurnt",FALSE
